id	product_type	google_product_category	link	title	description	image_link	price	condition	shipping_weight	upc	ean	jan	isbn	availability	brand	gtin	mpn	identifier_exists
2	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Activity Floors	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/activity-floors/kahrs-hard-maple-30mm-3-strip-heavy-duty-activity-floor.html	Kahrs Hard Maple 30mm 3 strip Heavy Duty Activity Floor	"Kahrs Hard Maple 30mm 3 strip Heavy Duty Activity Floor Town grade. Surface Finish, Satin Lacquer"	http://www.woodfloorshop.co/images/source/kahrs/kahrs-activiy-floor.500.jpg	71.40	new	0					in stock	Kahrs Flooring		303N15AP50KW	TRUE
394	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Activity Floors	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/by-brand/kahrs/kahrs-collections/activity-floors/kahrs-oak-30mm-3-strip-heavy-duty-activity-floor.html	Kahrs Oak 30mm 3 strip Heavy Duty Activity Floor	"Kahrs Oak 30mm 3 strip Heavy Duty Activity FloorTown grade. Surface Finish, Satin Lacquer"	http://www.woodfloorshop.co/images/source/kahrs/kahrs-activiy-floor.500.jpg	65.28	new	0					in stock	Kahrs Flooring		303N19EK50KW	TRUE
9	Engineered Wood > By Brand > Kahrs > Kahrs Collections > American Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-cherry-savannah-floor.html	Kahrs Cherry Savannah 15mm 3-strip satin lacquer floor	"Kahrs Cherry Savannah is a 3 strip 15mm reddish floor with strips selected to provide a subdued, harmonious imression. Satin Lacquer Finish"	http://www.woodfloorshop.co/images/source/kahrs-cherry/cherry-savannah-r.500.jpg	47.94	new	0					in stock	Kahrs Flooring		153N15CH50KW	TRUE
10	Engineered Wood > By Brand > Kahrs > Kahrs Collections > American Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-hard-maple-toronto-floor.html	Kahrs Hard Maple Toronto 3-strip 15mm floor	"Kahrs Hard Maple Toronto is a light 15mm 3 strip engineered floor in North American maple. The strips are selected to provide a subdued, harmonious impression. Satin Lacquer"	http://www.woodfloorshop.co/images/source/kahrs-maple/maple-toronto-r.500.jpg	44.88	new	0					in stock	Kahrs Flooring		153N15AP50KW	TRUE
13	Engineered Wood > By Brand > Kahrs > Kahrs Collections > American Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-walnut-philidelphia-floor.html	Kahrs Walnut Philidelphia 15mm 2-strip satin lacquer floor 	Kahrs Walnut Philadelphia is a rich even toned walnut floor.15mm 2strip floor with a lot of character in the grain. Satin lacquer	http://www.woodfloorshop.co/images/source/kahrs-walnut/walnut-philidelphia-r.500.jpg	89.76	new	0					in stock	Kahrs Flooring		152N55VA50KW	TRUE
14	Engineered Wood > By Brand > Kahrs > Kahrs Collections > American Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-walnut-montreal-floor.html	Kahrs Walnut Montreal 15mm 3-strip satin lacquer floor	Kahrs Walnut Montreal is a rich even toned walnut floor.15mm 3 strip floor with a lot of character in the grain. Satin lacquer	http://www.woodfloorshop.co/images/source/kahrs-walnut/walnut-montreal-r.500.jpg	57.12	new	0					in stock	Kahrs Flooring		153N15VA50KW	TRUE
15	Engineered Wood > By Brand > Kahrs > Kahrs Collections > American Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-walnut-hartford-floor.html	Kahrs Walnut Hartford floor 15mm 3-strip satin lacquer floor	Kahrs Walnut Hartford is a dark brown 15mm 3 strip floor with natural variations in colour and structure. Surface finish - satin lacque	http://www.woodfloorshop.co/images/source/kahrs-walnut/walnut-hartford-p.500.jpg	56.10	new	0					in stock	Kahrs Flooring		153N29VA50KW	TRUE
16	Engineered Wood > By Brand > Kahrs > Kahrs Collections > American Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-walnut-georgia-floor.html	Kahrs Walnut Georgia floor 15mm 2 strip plank	"Kahrs Walnut Georgia engineered floor 15mm 2 strip plank, If you are striving for a more rustic look Here you will finddramatic graining and knotted wood"	http://www.woodfloorshop.co/images/source/kahrs-walnut/Walnut-Georgia-r.500.jpg	90.78	new	0					in stock	Kahrs Flooring		152N8EVAF0KW  0	TRUE
17	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Artisan	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-oak-artisan-camino.html	Kahrs Oak Artisan Camino 15mm oiled wood floor	"Kahrs Artisan Camino engineered oak floor 15mm 1 strip plank, has been river stone hand scraped, and natural oiled.Kahrs Warranty 30 Years"	http://www.woodfloorshop.co/images/source/kahrs-oak/artisan-oak-camino-r.500.jpg	73.44	new	0					in stock	Kahrs Flooring		151XDDEKFZKW190	TRUE
18	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Artisan	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-oak-artisan-tan.html	Kahrs Oak Artisan Tan 15mm oiled wood floor	"Kahrs Artisan Tan engineered oak floor 15mm 1 strip plank, has been surface smoked, hand scraped, brushed and natural oiled"	http://www.woodfloorshop.co/images/source/kahrs-oak/artisan-oak-tan-r.500.jpg	75.48	new	0					in stock	Kahrs Flooring		151XCDEKFSKW190	TRUE
19	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Artisan	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-oak-artisan-earth.html	Kahrs Oak Artisan Earth 15mm oiled wood floor	"Kahrs Artisan Earth engineered oak floor 15mm 1 strip plank, has been carbonised, hand scraped, brushed and natural oiledKahrs Warranty 30 Years"	http://www.woodfloorshop.co/images/source/kahrs-oak/artisan-oak-earth-r.500.jpg	75.48	new	0					in stock	Kahrs Flooring		151XCDEKFCKW190	TRUE
20	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Artisan	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-oak-artisan-oyster.html	Kahrs Oak Artisan Oyster 15mm white oiled floor	"Kahrs Artisan Oyster engineered oak floor 15mm 1 strip plank, has been brushed, hand scraped, white coloured and natural oiled"	http://www.woodfloorshop.co/images/source/kahrs-oak/artisan-oak-oyster-r.500.jpg	75.48	new	0					in stock	Kahrs Flooring		151XCDEKFVKW190	TRUE
21	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Artisan	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-oak-artisan-straw.html	Kahrs Oak Artisan Straw 15mm oiled wood floor	"Kahrs Oak Artisan Straw engineered wood floor 15mm 1 strip plank, has been brushed, hand scraped and natural oiled"	http://www.woodfloorshop.co/images/source/kahrs-oak/artisan-oak-straw-r.500.jpg	73.44	new	0					in stock	Kahrs Flooring		151XCDEKFZKW190	TRUE
22	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Artisan	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-oak-artisan-linen.html	Kahrs Oak Artisan Linen 15mm Engineered wood floor	Kahrs Artisan Oak Linen engineered floor 15mm 1 strip plank.A very rustic Oak plank with a heavy handscraping. Finished in a White wash	http://www.woodfloorshop.co/images/source/kahrs-oak/artisan-oak-linen-r.500.jpg	75.48	new	0					in stock	Kahrs Flooring		151XCDEKFHKW190	TRUE
23	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Artisan	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-oak-artisan-concrete.html	Kahrs Oak Artisan Concrete 15mm oiled wood floor	"Kahrs Artisan Concrete engineered oak floor 15mm 1 strip plank. A rustic, handscraped board. Grey stain and nature oiled."	http://www.woodfloorshop.co/images/source/kahrs-oak/artisan-oak-concrete-r.500.jpg	75.48	new	0					in stock	Kahrs Flooring		151XCDEKFMKW190	TRUE
24	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Artisan	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-maple-artisan-carob.html	Kahrs Maple Artisan Carob 15mm oiled wood floor	"Kahrs Artisan Carob engineered maple floor 15mm 1 strip plank. A rustic, handscraped board. Grey stain and nature oiled."	http://www.woodfloorshop.co/images/source/kahrs-maple/Maple-Carob-p.500.jpg	70.38	new	0					in stock	Kahrs Flooring		151XCDA PFAKW190	TRUE
25	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Artisan	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-artisan/kahrs-oak-artisan-wheat.html	Kahrs Oak Artisan Wheat 15mm oiled wood floor	"Kahrs Artisan Wheat engineered oak floor 15mm 1 strip plank,Rustic Oak handscrapedbrushed and natural oiled"	http://www.woodfloorshop.co/images/source/kahrs-oak/artisan-oak-wheat-r.500.jpg	41.99	new	0					in stock	Kahrs Flooring		151XDDEKFZKW180	TRUE
324	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Classic Nouveau	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/by-brand/kahrs/kahrs-collections/kahrs-classic-nouveau/kahrs-oak-white-15mm-engineered-floor.html	Kahrs Oak Nouveau White 15mm Engineered Floor	"Kahrs Oak Nouveau White is a 1-strip floor with a brushed, white pigmented, matt lacquer finish"	http://www.woodfloorshop.co/images/source/kahrs-oak/nouveau-white-r.500.jpg	77.52	new	0					in stock	Kahrs Flooring		151L8AEK1DKW240	TRUE
328	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Classic Nouveau	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/by-brand/kahrs/kahrs-collections/kahrs-classic-nouveau/kahrs-oak-greige-15mm-engineered-floor.html	Kahrs Oak Nouveau Greige 15mm Engineered Floor	Kahrs Oak Nouveau Greige is a classic grey stained 1-strip/plank floor with microbevel. The surface is brushed and to enhance the structure even more the pores has been given a light grey tone. 	http://www.woodfloorshop.co/images/source/kahrs-oak/nouveau-greige-r.500.jpg	77.52	new	0					in stock	Kahrs Flooring		151N8AEKGGKW210	TRUE
262	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Classic Nouveau	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/by-brand/kahrs/kahrs-collections/kahrs-classic-nouveau/kahrs-oak-snow.html	Kahrs Oak Nouveau Snow 15mm Engineered Floor	"Kahrs Oak Nouveau Snow has a distinct white hue on a naturally colour varying oak, bevelled and occasional white and darker knots."	http://www.woodfloorshop.co/images/source/kahrs-oak/nouveau-snow-r.500.jpg	77.52	new	0					in stock	Kahrs Flooring		151L8AEK0WKW210	TRUE
36	Engineered Wood > By Brand > Kahrs > Kahrs Collections > European Renaissance	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/european-renaissance/kahrs-oak-palazzo-fumo.html	Kahrs Oak Palazzo Fumo 15mm patterned floor 	Kahrs Oak Palazzo Fumo is a 15mm lightly smoked floor with the strips laid in a Dutch Pattern. Surface Finish matt lacquer 	http://www.woodfloorshop.co/images/source/kahrs-oak/euro-ren-oak-palazzo-fumo-r.500.jpg	57.12	new	0					in stock	Kahrs Flooring		15313REK15KW	TRUE
37	Engineered Wood > By Brand > Kahrs > Kahrs Collections > European Renaissance	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/european-renaissance/kahrs-oak-palazzo-rovere.html	Kahrs Oak Palazzo Rovere 15mm patterned floor	Kahrs Oak Palazzo Rovere is a 15mm brown floor with the strips laid in a Dutch Pattern. Surface Finish satin lacquer	http://www.woodfloorshop.co/images/source/kahrs-oak/euro-ren-oak-palazzo-rovere-r.500.jpg	49.98	new	0					in stock	Kahrs Flooring		153138EK50KW	TRUE
38	Engineered Wood > By Brand > Kahrs > Kahrs Collections > European Renaissance	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/european-renaissance/kahrs-oak-palazzo-bianco.html	Kahrs Oak Palazzo Bianco 15mm patterned floor 	Kahrs Oak Palazzo Bianco is a 15mm white stained floor with the strips laid in a Dutch Pattern. Surface Finish matt lacquer	http://www.woodfloorshop.co/images/source/kahrs-oak/euro-ren-oak-palazzo-bianco-r.500.jpg	57.12	new	0					in stock	Kahrs Flooring		15313BEKVVKW 	TRUE
287	Engineered Wood > By Brand > Kahrs > Kahrs Collections > European Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/by-brand/kahrs/kahrs-collections/european-naturals/kahrs-oak-jersey-15mm-2100mm-oil-engineered-floor.html	Kahrs Oak Jersey 15mm 2100mm Oiled wood Floor	Kahrs Oak Jersey 15mm 2100mm Oil Engineered Wood FloorKahrs Oak Jersey is a 1-strip floor in selected oak. The bevelled edges help to create a floor whose look and feel recall bygone days. 	http://www.woodfloorshop.co/images/source/kahrs-oak/euro-naturals-oak-jersey-r.500.jpg	63.24	new	0					in stock	Kahrs Flooring		151N8FEKF0KW210	TRUE
289	Engineered Wood > By Brand > Kahrs > Kahrs Collections > European Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/by-brand/kahrs/kahrs-collections/european-naturals/kahrs-oak-staffordshire-15mm-2100mm-satin-lacquer-engineered-floor.html	Kahrs Oak Staffordshire 15mm 2100mm Satin Lacquer Engineered Floor	Kahrs Oak Staffordshire 15mm 2100mm Matt Lacquer Engineered Wood FloorKahrs Oak Staffordshire is a 1-strip floor in selected oak. The bevelled edges help to create a floor whose look and feel recall bygone days. 	http://www.woodfloorshop.co/images/source/kahrs-oak/euro-naturals-oak-staffordshire-r.500.jpg	53.04	new	0					in stock	Kahrs Flooring		151L87EK50KW240	TRUE
290	Engineered Wood > By Brand > Kahrs > Kahrs Collections > European Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/by-brand/kahrs/kahrs-collections/european-naturals/kahrs-oak-staffordshire-15mm-2100mm-satin-lacquer-engineered-floor-p290.html	Kahrs Oak Vienna 15mm Satin Lacquer Engineered Floor	Kahrs Oak Vienna 15mm 2423mm Satin Lacquer Engineered Wood FloorKahrs Oak Vienna is a 3-strip floor in selected oak. The micro bevelled edges help to create a floor whose look and feel recall bygone days.	http://www.woodfloorshop.co/images/source/kahrs-oak/euro-naturals-oak-vienna-r.500.jpg	36.72	new	0					in stock	Kahrs Flooring		153N15EK50KW	TRUE
281	Engineered Wood > By Brand > Kahrs > Kahrs Collections > European Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/by-brand/kahrs/kahrs-collections/european-naturals/kahrs-oak-hampshire-15mm-oiled-engineered-floor.html	Kahrs Oak Hampshire 15mm Oiled Engineered Floor	Kahrs Oak Hampshire 15mm Oiled Engineered FloorKahrs Oak Hampshire the UKs most popular exclusive 1-strip floor.The visible part of each board is taken from one piece of wood. Nature&#39;s own design with knots and a lively structure.	http://www.woodfloorshop.co/images/source/kahrs-oak/euro-naturals-oak-hampshire-r.500.jpg	60.18	new	0					in stock	Kahrs Flooring		151L87EKF0KW240	TRUE
277	Engineered Wood > By Brand > Kahrs > Kahrs Collections > European Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/by-brand/kahrs/kahrs-collections/european-naturals/kahrs-oak-verona-15mm-2-strip-satin-lacquer-engineered-floor.html	Kahrs Oak Verona 15mm 2 Strip Satin Lacquer Engineered Floor	Kahrs Oak Verona15mm Satin Lacquer Engineered Wood Floor.Oak Verona is a cleaner grade with some colour and grain variation.	http://www.woodfloorshop.co/images/source/kahrs-oak/euro-naturals-oak-verona-r.500.jpg	42.84	new	0					in stock	Kahrs Flooring		152N38EK50KW 0	TRUE
53	Engineered Wood > By Brand > Kahrs > Kahrs Collections > European Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/european-naturals/kahrs-oak-siena-p53.html	Kahrs Oak Siena 15mm 3 Strip Oiled Engineered Wood Floor	Kahrs Oak Siena 15mm Oiled Engineered Wood FloorOak Siena is a floor with strips selected to provide a calm appearance but still with certain degree of variation in the grain.	http://www.woodfloorshop.co/images/source/kahrs-oak/euro-naturals-oak-siena-r.500.jpg	36.72	new	0					in stock	Kahrs Flooring		153N38EKF0KW	TRUE
58	Engineered Wood > By Brand > Kahrs > Kahrs Collections > European Naturals	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/european-naturals/kahrs-maple-salzburg.html	Kahrs Maple Salzburg 15mm 3 strip Engineered Floor	"European Maple Salzburg is a floor which is somewhat whiter than its American counterpart (Hard Maple) but has the same fine, light-brown grain."	http://www.woodfloorshop.co/images/source/kahrs-maple/Maple_Salzburg-r.500.jpg	36.72	new	0					in stock	Kahrs Flooring		153N18EL50KW	TRUE
59	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Harmony Collection	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/kahrs-oak-limestone.html	Kahrs Oak Limestone 3 strip 15mm Matt Lacquer wood floor	"Kahrs Oak Limestone is a 3-strip floor with a brushed surface, stained white. matt lacquer finish Country grade"	http://www.woodfloorshop.co/images/source/kahrs-oak/Kahrs-harmony-Oak-limestone-r.500.jpg	46.92	new	0					in stock	Kahrs Flooring		153N0BEK0WKW  0	TRUE
60	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Harmony Collection	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/kahrs-oak-smoke.html	Kahrs Oak Smoke 3 strip 15mm matt lacquer wood floor	Kahrs Oak Smoke 3 strip 15mm wood floor Town GradeOak Smoke is a smoked and brushed surface with a matt lacquer finish. 	http://www.woodfloorshop.co/images/source/kahrs-oak/Kahrs-harmony-oak-smoke-r.500.jpg	42.84	new	0					in stock	Kahrs Flooring		153N3REK09KW  0	TRUE
61	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Harmony Collection	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-oak-smoke.html	Kahrs Oak Smoke Nature Oil 3 strip15mm wood floor	Kahrs Oak Smoke 3 strip 15mm nature oil wood floor Town GradeOak Smoke is a 3-strip floor with a smoked surface. Colour variation due to smoking.	http://www.woodfloorshop.co/images/source/kahrs-oak/Kahrs-harmony-oak-smoke-r.500.jpg	44.88	new	0					in stock	Kahrs Flooring		153N3EEKF0KW	TRUE
62	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Harmony Collection	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/kahrs-oak-frost.html	Kahrs Oak Frost 3 strip 15mm matt lac wood floor	"Kahrs Oak Frost 3 strip 15mm matt lacquer wood floor Country GradeOak Frost is a 3-strip floor with a brushed, slightly white pigment, matt lacquer finish."	http://www.woodfloorshop.co/images/source/kahrs-oak/Kahrs-harmony-Oak-frost-r.500.jpg	42.84	new	0					in stock	Kahrs Flooring		153N6CEK1DKW  0	TRUE
64	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Harmony Collection	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/kahrs-oak-lava.html	Kahrs Oak Lava 3 strip 15mm matt lac wood floor	"Kahrs Oak Lava is a 3-strip floor with a stained brushed surface and matt lacquer finish.3-strip floor with a rustic grain and a brushed, dark brownpigment, matt lacquer finish."	http://www.woodfloorshop.co/images/source/kahrs-oak/harmony-kahrs-oak-lava-r.500.jpg	42.84	new	0					in stock	Kahrs Flooring		153N6CEK1JKW  0	TRUE
66	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Harmony Collection	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/kahrs-ash-alabaster.html	Kahrs Ash Alabaster 15mm 3 strip Matt Lacquer wood floor	Kahrs Ash Alabaster is a 3-strip 15mm floor which is a truly white floor with micro bevels.A character grade floor may contain some knots. Town grade	http://www.woodfloorshop.co/images/source/kahrs-ash/kahrs-harmony-ash-alabaster-r.500.jpg	47.94	new	0					in stock	Kahrs Flooring		153N1AAKW1KW  0	TRUE
67	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Harmony Collection	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/kahrs-oak-dew.html	Kahrs Oak Dew 3 strip 15mm rustic oil wood floor	Kahrs Oak Dew 3 strip 15mm oil wood floor Country GradeA rustic grade floor with an atteactive brushed and oiled surface nature oil patina provides a fresh ambiance.	http://www.woodfloorshop.co/images/source/kahrs-oak/harmony-oak_dew_r.500.jpg	42.84	new	0					in stock	Kahrs Flooring		153N6EEKFVKW 0 	TRUE
68	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Harmony Collection	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/kahrs-oak-soil.html	Kahrs Oak Soil 3 strip 15mm nature oil wood floor 	Kahrs Oak Soil 3 strip 15mm nature oil wood floor Country GradeOak Soil is smoked and stained dark brown brushed surface and finished with natural oil	http://www.woodfloorshop.co/images/source/kahrs-oak/oak_soil_r.500.jpg	49.98	new	0					in stock	Kahrs Flooring		153N6EEKFEKW 0 	TRUE
69	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Harmony Collection	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/kahrs-oak-stone.html	Kahrs Oak Stone 3 strip 15mm nature oil wood floor 	"Kahrs Oak Stone 3 strip 15mmis lightly smoked, stained brushed and finished with natural oilCountry Grade"	http://www.woodfloorshop.co/images/source/kahrs-oak/harmony-oak_stone_r.500.jpg	42.84	new	0					in stock	Kahrs Flooring		153N6EEKFGKW	TRUE
70	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Linnea Seven	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-linnea-seven/kahrs-oak-biscuit-fsc.html	Kahrs Living Oak Biscuit 7mm wood floor	Linnea Living Oak Bisquit narrow 1 strip FSC is a Clean City grade with moderate colour variations. May include occasional small knots. 7 mm. Microbevelled 4-sided	http://www.woodfloorshop.co/images/source/kahrs-oak/linnea-Oak-Bisquit-p.500.jpg	26.52	new	0					in stock	Kahrs Flooring		37101AEK1DFW	TRUE
71	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Linnea Seven	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-linnea-seven/kahrs-oak-sugar-fsc.html	Kahrs Living Oak Sugar 7mm Satin Lacquer	Linnea Living Oak Sugar narrow 1 strip FSC is a grade with moderate colour variations.May include moderate knots. 7 mm. Microbevelled 4-sided	http://www.woodfloorshop.co/images/source/kahrs-oak/linnea-oak-sugar-r.500.jpg	27.54	new	0					in stock	Kahrs Flooring		37101FEK50KW  0	TRUE
72	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Linnea Seven	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-linnea-seven/kahrs-oak-coffee-fsc.html	Kahrs Living Oak Coffee 7mm wood floor	Linnea Living Oak Coffee narrow 7mm 1 strip wood floor clean grade with moderate colour variations.May include moderate knots. 7 mm. Microbevelled 4-sided	http://www.woodfloorshop.co/images/source/kahrs-oak/linnea-Oak-Coffee-r.500.jpg	27.54	new	0					in stock	Kahrs Flooring		37101AEK1JFW	TRUE
73	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Linnea Seven	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-linnea-seven/kahrs-maple-cream.html	Kahrs linnea Living Maple Cream 7mm wood floor	"Linnea Living Hard Maple Cream narrow 7mm 1 strip wood floor clean grade with moderate colour variations.May include moderate knots. 7 mm. Microbevelled 4-sided, City Grade"	http://www.woodfloorshop.co/images/source/kahrs-maple/Hard-Maple-Cream-r.500.jpg	23.46	new	0					in stock	Kahrs Flooring		371016AP50KW	TRUE
75	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Linnea Seven	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-linnea-seven/kahrs-oak-tower.html	Kahrs Habitat Oak Tower 7mm Matt Lac wood floor	"Kahrs Linnea Oak Tower 7mm 1strip engineered wood floor. Part of the Kahrs Linnea Habitat Collection, sporting the longest boards ever seen in the Linnea range."	http://www.woodfloorshop.co/images/source/kahrs-oak/linnea-oak-tower.500.jpg	32.64	new	0					in stock	Kahrs Flooring		37101AEK09KW180	TRUE
76	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Linnea Seven	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-linnea-seven/kahrs-oak-tower-p76.html	Kahrs Habitat Oak Tower 7mm Nature Oil wood floor	"Kahrs Linnea Oak Tower 7mm 1strip engineered wood floor. Part of the Kahrs Linnea Habitat Collection, sporting the longest boards ever seen in the Linnea range."	http://www.woodfloorshop.co/images/source/kahrs-oak/linnea-oak-tower.500.jpg	33.66	new	0					in stock	Kahrs Flooring		37101AEKF0KW180	TRUE
223	Engineered Wood > By Brand > Kahrs > Kahrs Collections > Kahrs Linnea Seven	Hardware > Building Materials > Flooring & Carpet	http://www.woodfloorshop.co/engineered-wood/kahrs-floors/kahrs-collections/kahrs-linnea-seven/kahrs-oak-colony-7mm-nature-oil.html	Kahrs Habitat Oak Colony 7mm Nature Oil	"Kahrs Linnea Oak Colony 7mm 1 strip engineered wood floor. Part of the Kahrs Linnea Habitat Collection, sporting the longest boards ever seen in the Linnea range. "	http://www.woodfloorshop.co/images/source/kahrs-oak/linnea-habitat-oak-colony-r.500.jpg	33.66	new	0					in stock	Kahrs Flooring		37107AEKFVKW180	TRUE
